location_id,iso3,location_name,gbd_region_id,gbd_region_name,gbd_superregion_id,gbd_superregion_name,type,gbd_analytical_region_id,gbd_analytical_region_name,gbd_analytical_superregion_id,gbd_analytical_superregion_name,deprecated_iso3
157,"YEM","Yemen",138,"North Africa and Middle East",137,"North Africa and Middle East","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","YEM"
160,"AFG","Afghanistan",159,"South Asia",158,"South Asia","admin0",138,"North Africa and Middle East",137,"North Africa and Middle East","AFG"
161,"BGD","Bangladesh",159,"South Asia",158,"South Asia","admin0",159,"South Asia",158,"South Asia","BGD"
162,"BTN","Bhutan",159,"South Asia",158,"South Asia","admin0",159,"South Asia",158,"South Asia","BTN"
163,"IND","India",159,"South Asia",158,"South Asia","admin0",159,"South Asia",158,"South Asia","IND"
164,"NPL","Nepal",159,"South Asia",158,"South Asia","admin0",159,"South Asia",158,"South Asia","NPL"
165,"PAK","Pakistan",159,"South Asia",158,"South Asia","admin0",159,"South Asia",158,"South Asia","PAK"
168,"AGO","Angola",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","AGO"
169,"CAF","Central African Republic",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","CAF"
170,"COG","Congo",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","COG"
171,"COD","Democratic Republic of the Congo",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","COD"
172,"GNQ","Equatorial Guinea",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","GNQ"
173,"GAB","Gabon",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",167,"Central Sub-Saharan Africa",166,"Sub-Saharan Africa","GAB"
175,"BDI","Burundi",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","BDI"
176,"COM","Comoros",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","COM"
177,"DJI","Djibouti",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","DJI"
178,"ERI","Eritrea",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","ERI"
179,"ETH","Ethiopia",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","ETH"
180,"KEN","Kenya",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","KEN"
181,"MDG","Madagascar",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","MDG"
182,"MWI","Malawi",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","MWI"
183,"MUS","Mauritius",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",9,"Southeast Asia",4,"Southeast Asia, East Asia, and Oceania","MUS"
184,"MOZ","Mozambique",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","MOZ"
185,"RWA","Rwanda",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","RWA"
186,"SYC","Seychelles",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",9,"Southeast Asia",4,"Southeast Asia, East Asia, and Oceania","SYC"
187,"SOM","Somalia",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","SOM"
189,"TZA","Tanzania",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","TZA"
190,"UGA","Uganda",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","UGA"
191,"ZMB","Zambia",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZMB"
193,"BWA","Botswana",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","BWA"
194,"LSO","Lesotho",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","LSO"
195,"NAM","Namibia",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","NAM"
196,"ZAF","South Africa",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZAF"
197,"SWZ","Swaziland",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","SWZ"
198,"ZWE","Zimbabwe",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZWE"
200,"BEN","Benin",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","BEN"
201,"BFA","Burkina Faso",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","BFA"
202,"CMR","Cameroon",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","CMR"
203,"CPV","Cape Verde",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","CPV"
204,"TCD","Chad",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","TCD"
205,"CIV","Cote d'Ivoire",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","CIV"
206,"GMB","The Gambia",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","GMB"
207,"GHA","Ghana",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","GHA"
208,"GIN","Guinea",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","GIN"
209,"GNB","Guinea-Bissau",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","GNB"
210,"LBR","Liberia",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","LBR"
211,"MLI","Mali",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","MLI"
212,"MRT","Mauritania",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","MRT"
213,"NER","Niger",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","NER"
214,"NGA","Nigeria",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","NGA"
215,"STP","Sao Tome and Principe",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","STP"
216,"SEN","Senegal",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","SEN"
217,"SLE","Sierra Leone",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","SLE"
218,"TGO","Togo",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",199,"Western Sub-Saharan Africa",166,"Sub-Saharan Africa","TGO"
305,"BMU","Bermuda",104,"Caribbean",103,"Latin America and Caribbean","nonsovereign",104,"Caribbean",103,"Latin America and Caribbean","BMU"
354,"CHN_354","Hong Kong Special Administrative Region of China",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","HKG"
361,"CHN_361","Macao Special Administrative Region of China",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","MAC"
385,"PRI","Puerto Rico",104,"Caribbean",103,"Latin America and Caribbean","nonsovereign",104,"Caribbean",103,"Latin America and Caribbean","PRI"
433,"GBR_433","Northern Ireland",73,"Western Europe",64,"High-income","admin1",73,"Western Europe",64,"High-income","XNI"
434,"GBR_434","Scotland",73,"Western Europe",64,"High-income","admin1",73,"Western Europe",64,"High-income","XSC"
435,"SSD","South Sudan",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin0",174,"Eastern Sub-Saharan Africa",166,"Sub-Saharan Africa","SSD"
482,"ZAF_482","Eastern Cape",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZEC"
483,"ZAF_483","Free State",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZFS"
484,"ZAF_484","Gauteng",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZGA"
485,"ZAF_485","KwaZulu-Natal",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZKN"
486,"ZAF_486","Limpopo",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZLI"
487,"ZAF_487","Mpumalanga",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZMP"
488,"ZAF_488","North-West",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZNW"
489,"ZAF_489","Northern Cape",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZNC"
490,"ZAF_490","Western Cape",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","admin1",192,"Southern Sub-Saharan Africa",166,"Sub-Saharan Africa","ZWC"
491,"CHN_491","Anhui",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","XAC"
492,"CHN_492","Beijing",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","XBC"
493,"CHN_493","Chongqing",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","XCD"
494,"CHN_494","Fujian",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","XFC"
495,"CHN_495","Gansu",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","XGC"
496,"CHN_496","Guangdong",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","admin1",5,"East Asia",4,"Southeast Asia, East Asia, and Oceania","XCB"
